sc,model,scenario,MPscen,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100,rank
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|VOC,,,,,,,,,,,190.7659284,,,,,196.4786927,,,,,189.8171299,,,,,,,,,,176.6444781,,161.1279369,,137.2859235,,117.3401197,,101.6323111,88.665724,75.9842283,66.57956837,63.31207165,20
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|BC,,,,,,,,,,,6.908072986,,,,,7.051521066,,,,,7.096967123,,,,,,,,,,6.0399258,,5.507556121,,4.863031716,,3.988306505,,3.250787969,2.648702481,2.141689697,1.803183645,1.744444014,10
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|CO,,,,,,,,,,,859.4526526,,,,,892.3366766,,,,,861.1360921,,,,,,,,,,771.7075256,,703.3430941,,621.5907378,,490.4125324,,393.4614849,323.8445109,258.5242711,222.2437887,203.2632549,11
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|CO2,,,,,,,,,,,31667.90818,,,,,35933.06969,,,,,38542.01814,,,,,,,,,,42471.89622,,40582.9124,,37757.8883,,29853.94763,,16859.14205,5377.520258,-1154.129614,-7582.490785,-10783.88245,12
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|N2O,,,,,,,,,,,7797.722655,,,,,8252.077843,,,,,8725.522278,,,,,,,,,,9701.290692,,10344.18811,,10483.9544,,9823.801673,,9384.599054,8886.28721,8001.648762,7622.355725,7228.104889,14
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|NH3,,,,,,,,,,,52.21303021,,,,,54.26748468,,,,,56.04023332,,,,,,,,,,49.7070849,,50.43790852,,49.13704088,,45.32977047,,42.73760747,37.98689748,34.37243018,31.70301895,29.31987681,15
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|NOx,,,,,,,,,,,112.1667334,,,,,119.5270866,,,,,114.3600528,,,,,,,,,,107.889935,,99.21456357,,87.48957175,,73.3742419,,64.34440885,59.21224415,55.71381861,51.43265953,47.06227349,16
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|OC,,,,,,,,,,,34.54351736,,,,,33.99336132,,,,,33.3069011,,,,,,,,,,29.59614712,,25.78489969,,22.39479674,,18.78939742,,15.86864922,13.20040068,10.4781554,8.791237014,8.25192642,17
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|Sulfur,,,,,,,,,,,92.15418255,,,,,108.5628476,,,,,99.94693851,,,,,,,,,,74.30554469,,62.75526703,,48.57052478,,36.56983323,,28.32488294,22.78086511,21.07381871,19.5283074,18.0824626,19
603,MESSAGEix-GLOBIOM_GE,SSP2_noint_mc_15,Emissions|VOC,,,,,,,,,,,190.7659284,,,,,196.4786927,,,,,189.8171299,,,,,,,,,,176.6444781,,166.163399,,152.5903584,,128.5871485,,111.3285114,98.17989683,84.36633564,75.35900315,72.01944729,20
